"year","state","state_po","county_name","county_fips","totalvotes","candidate","party","all_votes","pct_votes","candidate_rank"
2004,"NEBRASKA","NE","CUMING",31039,4349,"GEORGE W. BUSH","REPUBLICAN",3330,"76.6",1
2004,"NEBRASKA","NE","CUSTER",31041,5612,"GEORGE W. BUSH","REPUBLICAN",4518,"80.5",1
2004,"NEBRASKA","NE","DAKOTA",31043,6615,"GEORGE W. BUSH","REPUBLICAN",3526,"53.3",1
2004,"NEBRASKA","NE","DAWES",31045,3994,"GEORGE W. BUSH","REPUBLICAN",2809,"70.3",1
2004,"NEBRASKA","NE","DAWSON",31047,7956,"GEORGE W. BUSH","REPUBLICAN",6149,"77.3",1
2004,"NEBRASKA","NE","DEUEL",31049,1053,"GEORGE W. BUSH","REPUBLICAN",820,"77.9",1
2004,"NEBRASKA","NE","DIXON",31051,3009,"GEORGE W. BUSH","REPUBLICAN",2028,"67.4",1
2004,"NEBRASKA","NE","DODGE",31053,16172,"GEORGE W. BUSH","REPUBLICAN",10716,"66.3",1
2004,"NEBRASKA","NE","DOUGLAS",31055,207071,"GEORGE W. BUSH","REPUBLICAN",120813,"58.3",1
2004,"NEBRASKA","NE","DUNDY",31057,1053,"GEORGE W. BUSH","REPUBLICAN",858,"81.5",1
2004,"NEBRASKA","NE","FILLMORE",31059,3193,"GEORGE W. BUSH","REPUBLICAN",2314,"72.5",1
2004,"NEBRASKA","NE","FRANKLIN",31061,1714,"GEORGE W. BUSH","REPUBLICAN",1277,"74.5",1
2004,"NEBRASKA","NE","FRONTIER",31063,1467,"GEORGE W. BUSH","REPUBLICAN",1160,"79.1",1
2004,"NEBRASKA","NE","FURNAS",31065,2467,"GEORGE W. BUSH","REPUBLICAN",1950,"79.0",1
2004,"NEBRASKA","NE","GAGE",31067,10384,"GEORGE W. BUSH","REPUBLICAN",6575,"63.3",1
2004,"NEBRASKA","NE","GARDEN",31069,1183,"GEORGE W. BUSH","REPUBLICAN",970,"82.0",1
2004,"NEBRASKA","NE","GARFIELD",31071,1017,"GEORGE W. BUSH","REPUBLICAN",806,"79.3",1
2004,"NEBRASKA","NE","GOSPER",31073,1119,"GEORGE W. BUSH","REPUBLICAN",890,"79.5",1
2004,"NEBRASKA","NE","GRANT",31075,396,"GEORGE W. BUSH","REPUBLICAN",352,"88.9",1
2004,"NEBRASKA","NE","GREELEY",31077,1248,"GEORGE W. BUSH","REPUBLICAN",865,"69.3",1
2004,"NEBRASKA","NE","HALL",31079,21154,"GEORGE W. BUSH","REPUBLICAN",14592,"69.0",1
2004,"NEBRASKA","NE","HAMILTON",31081,4866,"GEORGE W. BUSH","REPUBLICAN",3785,"77.8",1
2004,"NEBRASKA","NE","HARLAN",31083,1897,"GEORGE W. BUSH","REPUBLICAN",1467,"77.3",1
2004,"NEBRASKA","NE","HAYES",31085,598,"GEORGE W. BUSH","REPUBLICAN",524,"87.6",1
2004,"NEBRASKA","NE","HITCHCOCK",31087,1486,"GEORGE W. BUSH","REPUBLICAN",1171,"78.8",1
2004,"NEBRASKA","NE","HOLT",31089,5174,"GEORGE W. BUSH","REPUBLICAN",4217,"81.5",1
2004,"NEBRASKA","NE","HOOKER",31091,461,"GEORGE W. BUSH","REPUBLICAN",392,"85.0",1
2004,"NEBRASKA","NE","HOWARD",31093,2979,"GEORGE W. BUSH","REPUBLICAN",2020,"67.8",1
2004,"NEBRASKA","NE","JEFFERSON",31095,4011,"GEORGE W. BUSH","REPUBLICAN",2600,"64.8",1
2004,"NEBRASKA","NE","JOHNSON",31097,2394,"GEORGE W. BUSH","REPUBLICAN",1470,"61.4",1
2004,"NEBRASKA","NE","KEARNEY",31099,3379,"GEORGE W. BUSH","REPUBLICAN",2621,"77.6",1
2004,"NEBRASKA","NE","KEITH",31101,4137,"GEORGE W. BUSH","REPUBLICAN",3356,"81.1",1
2004,"NEBRASKA","NE","KEYA PAHA",31103,549,"GEORGE W. BUSH","REPUBLICAN",442,"80.5",1
2004,"NEBRASKA","NE","KIMBALL",31105,1877,"GEORGE W. BUSH","REPUBLICAN",1491,"79.4",1
2004,"NEBRASKA","NE","KNOX",31107,4213,"GEORGE W. BUSH","REPUBLICAN",3062,"72.7",1
2004,"NEBRASKA","NE","LANCASTER",31109,124509,"GEORGE W. BUSH","REPUBLICAN",69764,"56.0",1
2004,"NEBRASKA","NE","LINCOLN",31111,16199,"GEORGE W. BUSH","REPUBLICAN",11056,"68.3",1
2004,"NEBRASKA","NE","LOGAN",31113,429,"GEORGE W. BUSH","REPUBLICAN",357,"83.2",1
2004,"NEBRASKA","NE","LOUP",31115,386,"GEORGE W. BUSH","REPUBLICAN",314,"81.3",1
2004,"NEBRASKA","NE","MADISON",31119,14089,"GEORGE W. BUSH","REPUBLICAN",10981,"77.9",1
2004,"NEBRASKA","NE","MCPHERSON",31117,312,"GEORGE W. BUSH","REPUBLICAN",259,"83.0",1
2004,"NEBRASKA","NE","MERRICK",31121,3657,"GEORGE W. BUSH","REPUBLICAN",2771,"75.8",1
2004,"NEBRASKA","NE","MORRILL",31123,2293,"GEORGE W. BUSH","REPUBLICAN",1755,"76.5",1
2004,"NEBRASKA","NE","NANCE",31125,1731,"GEORGE W. BUSH","REPUBLICAN",1237,"71.5",1
2004,"NEBRASKA","NE","NEMAHA",31127,3715,"GEORGE W. BUSH","REPUBLICAN",2595,"69.9",1
2004,"NEBRASKA","NE","NUCKOLLS",31129,2471,"GEORGE W. BUSH","REPUBLICAN",1884,"76.2",1
2004,"NEBRASKA","NE","OTOE",31131,7386,"GEORGE W. BUSH","REPUBLICAN",5018,"67.9",1
2004,"NEBRASKA","NE","PAWNEE",31133,1483,"GEORGE W. BUSH","REPUBLICAN",986,"66.5",1
2004,"NEBRASKA","NE","PERKINS",31135,1558,"GEORGE W. BUSH","REPUBLICAN",1285,"82.5",1
2004,"NEBRASKA","NE","PHELPS",31137,4743,"GEORGE W. BUSH","REPUBLICAN",3872,"81.6",1
2004,"NEBRASKA","NE","PIERCE",31139,3398,"GEORGE W. BUSH","REPUBLICAN",2824,"83.1",1
2004,"NEBRASKA","NE","PLATTE",31141,13987,"GEORGE W. BUSH","REPUBLICAN",11130,"79.6",1
2004,"NEBRASKA","NE","POLK",31143,2727,"GEORGE W. BUSH","REPUBLICAN",2146,"78.7",1
2004,"NEBRASKA","NE","RED WILLOW",31145,5258,"GEORGE W. BUSH","REPUBLICAN",4129,"78.5",1
2004,"NEBRASKA","NE","RICHARDSON",31147,4278,"GEORGE W. BUSH","REPUBLICAN",2924,"68.3",1
2004,"NEBRASKA","NE","ROCK",31149,883,"GEORGE W. BUSH","REPUBLICAN",740,"83.8",1
2004,"NEBRASKA","NE","SALINE",31151,5566,"GEORGE W. BUSH","REPUBLICAN",3071,"55.2",1
2004,"NEBRASKA","NE","SARPY",31153,58334,"GEORGE W. BUSH","REPUBLICAN",40163,"68.9",1
2004,"NEBRASKA","NE","SAUNDERS",31155,9489,"GEORGE W. BUSH","REPUBLICAN",6441,"67.9",1
2004,"NEBRASKA","NE","SCOTTS BLUFF",31157,14390,"GEORGE W. BUSH","REPUBLICAN",10378,"72.1",1
2004,"NEBRASKA","NE","SEWARD",31159,7565,"GEORGE W. BUSH","REPUBLICAN",5353,"70.8",1
2004,"NEBRASKA","NE","SHERIDAN",31161,2599,"GEORGE W. BUSH","REPUBLICAN",2136,"82.2",1
2004,"NEBRASKA","NE","SHERMAN",31163,1643,"GEORGE W. BUSH","REPUBLICAN",1072,"65.2",1
2004,"NEBRASKA","NE","SIOUX",31165,809,"GEORGE W. BUSH","REPUBLICAN",677,"83.7",1
2004,"NEBRASKA","NE","STANTON",31167,2745,"GEORGE W. BUSH","REPUBLICAN",2159,"78.7",1
2004,"NEBRASKA","NE","THAYER",31169,2878,"GEORGE W. BUSH","REPUBLICAN",2075,"72.1",1
2004,"NEBRASKA","NE","THOMAS",31171,444,"GEORGE W. BUSH","REPUBLICAN",378,"85.1",1
2004,"NEBRASKA","NE","THURSTON",31173,2387,"JOHN KERRY","DEMOCRAT",1212,"50.8",1
2004,"NEBRASKA","NE","VALLEY",31175,2391,"GEORGE W. BUSH","REPUBLICAN",1801,"75.3",1
2004,"NEBRASKA","NE","WASHINGTON",31177,9950,"GEORGE W. BUSH","REPUBLICAN",7083,"71.2",1
2004,"NEBRASKA","NE","WAYNE",31179,4085,"GEORGE W. BUSH","REPUBLICAN",2971,"72.7",1
2004,"NEBRASKA","NE","WEBSTER",31181,2002,"GEORGE W. BUSH","REPUBLICAN",1403,"70.1",1
2004,"NEBRASKA","NE","WHEELER",31183,453,"GEORGE W. BUSH","REPUBLICAN",366,"80.8",1
2004,"NEBRASKA","NE","YORK",31185,6797,"GEORGE W. BUSH","REPUBLICAN",5393,"79.3",1
2004,"NEVADA","NV","CARSON CITY",32510,23106,"GEORGE W. BUSH","REPUBLICAN",13171,"57.0",1
2004,"NEVADA","NV","CHURCHILL",32001,10237,"GEORGE W. BUSH","REPUBLICAN",7335,"71.7",1
2004,"NEVADA","NV","CLARK",32003,545397,"JOHN KERRY","DEMOCRAT",281767,"51.7",1
2004,"NEVADA","NV","DOUGLAS",32005,23898,"GEORGE W. BUSH","REPUBLICAN",15192,"63.6",1
2004,"NEVADA","NV","ELKO",32007,15309,"GEORGE W. BUSH","REPUBLICAN",11938,"78.0",1
2004,"NEVADA","NV","ESMERALDA",32009,481,"GEORGE W. BUSH","REPUBLICAN",367,"76.3",1
2004,"NEVADA","NV","EUREKA",32011,738,"GEORGE W. BUSH","REPUBLICAN",571,"77.4",1
2004,"NEVADA","NV","HUMBOLDT",32013,5367,"GEORGE W. BUSH","REPUBLICAN",3896,"72.6",1
2004,"NEVADA","NV","LANDER",32015,2053,"GEORGE W. BUSH","REPUBLICAN",1602,"78.0",1
2004,"NEVADA","NV","LINCOLN",32017,2047,"GEORGE W. BUSH","REPUBLICAN",1579,"77.1",1
2004,"NEVADA","NV","LYON",32019,17151,"GEORGE W. BUSH","REPUBLICAN",11136,"64.9",1
2004,"NEVADA","NV","MINERAL",32021,2327,"GEORGE W. BUSH","REPUBLICAN",1336,"57.4",1
2004,"NEVADA","NV","NYE",32023,14510,"GEORGE W. BUSH","REPUBLICAN",8487,"58.5",1
2004,"NEVADA","NV","PERSHING",32027,1917,"GEORGE W. BUSH","REPUBLICAN",1341,"70.0",1
2004,"NEVADA","NV","STOREY",32029,2168,"GEORGE W. BUSH","REPUBLICAN",1253,"57.8",1
2004,"NEVADA","NV","WASHOE",32031,159079,"GEORGE W. BUSH","REPUBLICAN",81545,"51.3",1
2004,"NEVADA","NV","WHITE PINE",32033,3802,"GEORGE W. BUSH","REPUBLICAN",2604,"68.5",1
2004,"NEW HAMPSHIRE","NH","BELKNAP",33001,32298,"GEORGE W. BUSH","REPUBLICAN",17920,"55.5",1
2004,"NEW HAMPSHIRE","NH","CARROLL",33003,28222,"GEORGE W. BUSH","REPUBLICAN",14614,"51.8",1
2004,"NEW HAMPSHIRE","NH","CHESHIRE",33005,41337,"JOHN KERRY","DEMOCRAT",24438,"59.1",1
2004,"NEW HAMPSHIRE","NH","COOS",33007,16919,"JOHN KERRY","DEMOCRAT",8585,"50.7",1
2004,"NEW HAMPSHIRE","NH","GRAFTON",33009,46962,"JOHN KERRY","DEMOCRAT",26180,"55.7",1
2004,"NEW HAMPSHIRE","NH","HILLSBOROUGH",33011,195427,"GEORGE W. BUSH","REPUBLICAN",99724,"51.0",1
2004,"NEW HAMPSHIRE","NH","MERRIMACK",33013,76655,"JOHN KERRY","DEMOCRAT",39975,"52.1",1
2004,"NEW HAMPSHIRE","NH","ROCKINGHAM",33015,158766,"GEORGE W. BUSH","REPUBLICAN",82069,"51.7",1
2004,"NEW HAMPSHIRE","NH","STRAFFORD",33017,59280,"JOHN KERRY","DEMOCRAT",32942,"55.6",1
2004,"NEW HAMPSHIRE","NH","SULLIVAN",33019,21796,"JOHN KERRY","DEMOCRAT",11434,"52.5",1
2004,"NEW JERSEY","NJ","ATLANTIC",34001,106097,"JOHN KERRY","DEMOCRAT",55746,"52.5",1
2004,"NEW JERSEY","NJ","BERGEN",34003,400244,"JOHN KERRY","DEMOCRAT",207666,"51.9",1
2004,"NEW JERSEY","NJ","BURLINGTON",34005,207956,"JOHN KERRY","DEMOCRAT",110411,"53.1",1
2004,"NEW JERSEY","NJ","CAMDEN",34007,220933,"JOHN KERRY","DEMOCRAT",137765,"62.4",1
2004,"NEW JERSEY","NJ","CAPE MAY",34009,50762,"GEORGE W. BUSH","REPUBLICAN",28832,"56.8",1
2004,"NEW JERSEY","NJ","CUMBERLAND",34011,53185,"JOHN KERRY","DEMOCRAT",27875,"52.4",1
2004,"NEW JERSEY","NJ","ESSEX",34013,289348,"JOHN KERRY","DEMOCRAT",203681,"70.4",1
2004,"NEW JERSEY","NJ","GLOUCESTER",34015,127964,"JOHN KERRY","DEMOCRAT",66835,"52.2",1
2004,"NEW JERSEY","NJ","HUDSON",34017,189446,"JOHN KERRY","DEMOCRAT",127447,"67.3",1
2004,"NEW JERSEY","NJ","HUNTERDON",34019,66680,"GEORGE W. BUSH","REPUBLICAN",39888,"59.8",1
2004,"NEW JERSEY","NJ","MERCER",34021,149510,"JOHN KERRY","DEMOCRAT",91580,"61.3",1
2004,"NEW JERSEY","NJ","MIDDLESEX",34023,295805,"JOHN KERRY","DEMOCRAT",166628,"56.3",1
2004,"NEW JERSEY","NJ","MONMOUTH",34025,299939,"GEORGE W. BUSH","REPUBLICAN",163650,"54.6",1
2004,"NEW JERSEY","NJ","MORRIS",34027,235154,"GEORGE W. BUSH","REPUBLICAN",135241,"57.5",1
2004,"NEW JERSEY","NJ","OCEAN",34029,254306,"GEORGE W. BUSH","REPUBLICAN",152204,"59.9",1
2004,"NEW JERSEY","NJ","PASSAIC",34031,171311,"JOHN KERRY","DEMOCRAT",94962,"55.4",1
2004,"NEW JERSEY","NJ","SALEM",34033,29781,"GEORGE W. BUSH","REPUBLICAN",15721,"52.8",1
2004,"NEW JERSEY","NJ","SOMERSET",34035,140279,"GEORGE W. BUSH","REPUBLICAN",72508,"51.7",1
2004,"NEW JERSEY","NJ","SUSSEX",34037,69396,"GEORGE W. BUSH","REPUBLICAN",44506,"64.1",1
2004,"NEW JERSEY","NJ","UNION",34039,203387,"JOHN KERRY","DEMOCRAT",119372,"58.7",1
2004,"NEW JERSEY","NJ","WARREN",34041,48208,"GEORGE W. BUSH","REPUBLICAN",29542,"61.3",1
2004,"NEW MEXICO","NM","BERNALILLO",35001,256811,"JOHN KERRY","DEMOCRAT",132252,"51.5",1
2004,"NEW MEXICO","NM","CATRON",35003,1993,"GEORGE W. BUSH","REPUBLICAN",1427,"71.6",1
2004,"NEW MEXICO","NM","CHAVES",35005,21705,"GEORGE W. BUSH","REPUBLICAN",14773,"68.1",1
2004,"NEW MEXICO","NM","CIBOLA",35006,7487,"JOHN KERRY","DEMOCRAT",3913,"52.3",1
2004,"NEW MEXICO","NM","COLFAX",35007,5968,"GEORGE W. BUSH","REPUBLICAN",3082,"51.6",1
2004,"NEW MEXICO","NM","CURRY",35009,14286,"GEORGE W. BUSH","REPUBLICAN",10649,"74.5",1
2004,"NEW MEXICO","NM","DE BACA",35011,993,"GEORGE W. BUSH","REPUBLICAN",706,"71.1",1
2004,"NEW MEXICO","NM","DONA ANA",35013,61960,"JOHN KERRY","DEMOCRAT",31762,"51.3",1
2004,"NEW MEXICO","NM","EDDY",35015,20270,"GEORGE W. BUSH","REPUBLICAN",13268,"65.5",1
2004,"NEW MEXICO","NM","GRANT",35017,13392,"JOHN KERRY","DEMOCRAT",7095,"53.0",1
2004,"NEW MEXICO","NM","GUADALUPE",35019,2267,"JOHN KERRY","DEMOCRAT",1340,"59.1",1
2004,"NEW MEXICO","NM","HARDING",35021,644,"GEORGE W. BUSH","REPUBLICAN",380,"59.0",1
2004,"NEW MEXICO","NM","HIDALGO",35023,1964,"GEORGE W. BUSH","REPUBLICAN",1081,"55.0",1
2004,"NEW MEXICO","NM","LEA",35025,18181,"GEORGE W. BUSH","REPUBLICAN",14430,"79.4",1
2004,"NEW MEXICO","NM","LINCOLN",35027,9014,"GEORGE W. BUSH","REPUBLICAN",6070,"67.3",1
2004,"NEW MEXICO","NM","LOS ALAMOS",35028,11197,"GEORGE W. BUSH","REPUBLICAN",5810,"51.9",1
2004,"NEW MEXICO","NM","LUNA",35029,7593,"GEORGE W. BUSH","REPUBLICAN",4164,"54.8",1
2004,"NEW MEXICO","NM","MCKINLEY",35031,20623,"JOHN KERRY","DEMOCRAT",13051,"63.3",1
2004,"NEW MEXICO","NM","MORA",35033,2826,"JOHN KERRY","DEMOCRAT",1876,"66.4",1
2004,"NEW MEXICO","NM","OTERO",35035,20764,"GEORGE W. BUSH","REPUBLICAN",14066,"67.7",1
2004,"NEW MEXICO","NM","QUAY",35037,4117,"GEORGE W. BUSH","REPUBLICAN",2661,"64.6",1
2004,"NEW MEXICO","NM","RIO ARRIBA",35039,14999,"JOHN KERRY","DEMOCRAT",9753,"65.0",1
2004,"NEW MEXICO","NM","ROOSEVELT",35041,7144,"GEORGE W. BUSH","REPUBLICAN",4997,"69.9",1
2004,"NEW MEXICO","NM","SAN JUAN",35045,45006,"GEORGE W. BUSH","REPUBLICAN",29525,"65.6",1
2004,"NEW MEXICO","NM","SAN MIGUEL",35047,12116,"JOHN KERRY","DEMOCRAT",8683,"71.7",1
2004,"NEW MEXICO","NM","SANDOVAL",35043,44541,"GEORGE W. BUSH","REPUBLICAN",22628,"50.8",1
2004,"NEW MEXICO","NM","SANTA FE",35049,66200,"JOHN KERRY","DEMOCRAT",47074,"71.1",1
2004,"NEW MEXICO","NM","SIERRA",35051,5157,"GEORGE W. BUSH","REPUBLICAN",3162,"61.3",1
2004,"NEW MEXICO","NM","SOCORRO",35053,7851,"JOHN KERRY","DEMOCRAT",4025,"51.3",1
2004,"NEW MEXICO","NM","TAOS",35055,14835,"JOHN KERRY","DEMOCRAT",10987,"74.1",1
2004,"NEW MEXICO","NM","TORRANCE",35057,6507,"GEORGE W. BUSH","REPUBLICAN",4026,"61.9",1
2004,"NEW MEXICO","NM","UNION",35059,1881,"GEORGE W. BUSH","REPUBLICAN",1454,"77.3",1
2004,"NEW MEXICO","NM","VALENCIA",35061,26012,"GEORGE W. BUSH","REPUBLICAN",14474,"55.6",1
2004,"NEW YORK","NY","ALBANY",36001,147199,"JOHN KERRY","DEMOCRAT",86213,"58.6",1
2004,"NEW YORK","NY","ALLEGANY",36003,19270,"GEORGE W. BUSH","REPUBLICAN",11894,"61.7",1
2004,"NEW YORK","NY","BRONX",36005,342929,"JOHN KERRY","DEMOCRAT",276938,"80.8",1
2004,"NEW YORK","NY","BROOME",36007,91890,"JOHN KERRY","DEMOCRAT",44496,"48.4",1
2004,"NEW YORK","NY","CATTARAUGUS",36009,34262,"GEORGE W. BUSH","REPUBLICAN",19028,"55.5",1
2004,"NEW YORK","NY","CAYUGA",36011,36052,"JOHN KERRY","DEMOCRAT",16913,"46.9",1
2004,"NEW YORK","NY","CHAUTAUQUA",36013,60942,"GEORGE W. BUSH","REPUBLICAN",30734,"50.4",1
2004,"NEW YORK","NY","CHEMUNG",36015,39075,"GEORGE W. BUSH","REPUBLICAN",20742,"53.1",1
2004,"NEW YORK","NY","CHENANGO",36017,21341,"GEORGE W. BUSH","REPUBLICAN",11144,"52.2",1
2004,"NEW YORK","NY","CLINTON",36019,33736,"JOHN KERRY","DEMOCRAT",17040,"50.5",1
2004,"NEW YORK","NY","COLUMBIA",36021,31103,"JOHN KERRY","DEMOCRAT",15238,"49.0",1
2004,"NEW YORK","NY","CORTLAND",36023,22760,"GEORGE W. BUSH","REPUBLICAN",11085,"48.7",1
2004,"NEW YORK","NY","DELAWARE",36025,21166,"GEORGE W. BUSH","REPUBLICAN",11474,"54.2",1
2004,"NEW YORK","NY","DUTCHESS",36027,123881,"GEORGE W. BUSH","REPUBLICAN",59323,"47.9",1
2004,"NEW YORK","NY","ERIE",36029,445138,"JOHN KERRY","DEMOCRAT",240563,"54.0",1
2004,"NEW YORK","NY","ESSEX",36031,19082,"GEORGE W. BUSH","REPUBLICAN",9390,"49.2",1
2004,"NEW YORK","NY","FRANKLIN",36033,18316,"JOHN KERRY","DEMOCRAT",9286,"50.7",1
2004,"NEW YORK","NY","FULTON",36035,22215,"GEORGE W. BUSH","REPUBLICAN",12042,"54.2",1
2004,"NEW YORK","NY","GENESEE",36037,27580,"GEORGE W. BUSH","REPUBLICAN",15701,"56.9",1
2004,"NEW YORK","NY","GREENE",36039,22398,"GEORGE W. BUSH","REPUBLICAN",12159,"54.3",1
2004,"NEW YORK","NY","HAMILTON",36041,3692,"GEORGE W. BUSH","REPUBLICAN",2358,"63.9",1
2004,"NEW YORK","NY","HERKIMER",36043,28310,"GEORGE W. BUSH","REPUBLICAN",15265,"53.9",1
2004,"NEW YORK","NY","JEFFERSON",36045,38800,"GEORGE W. BUSH","REPUBLICAN",20248,"52.2",1
2004,"NEW YORK","NY","KINGS",36047,687780,"JOHN KERRY","DEMOCRAT",494165,"71.8",1
2004,"NEW YORK","NY","LEWIS",36049,11397,"GEORGE W. BUSH","REPUBLICAN",6348,"55.7",1
2004,"NEW YORK","NY","LIVINGSTON",36051,29948,"GEORGE W. BUSH","REPUBLICAN",16885,"56.4",1
2004,"NEW YORK","NY","MADISON",36053,30287,"GEORGE W. BUSH","REPUBLICAN",15584,"51.5",1
2004,"NEW YORK","NY","MONROE",36055,342981,"JOHN KERRY","DEMOCRAT",168088,"49.0",1
2004,"NEW YORK","NY","MONTGOMERY",36057,21221,"GEORGE W. BUSH","REPUBLICAN",10763,"50.7",1
2004,"NEW YORK","NY","NASSAU",36059,618343,"JOHN KERRY","DEMOCRAT",317283,"51.3",1
2004,"NEW YORK","NY","NEW YORK",36061,641747,"JOHN KERRY","DEMOCRAT",509841,"79.4",1
2004,"NEW YORK","NY","NIAGARA",36063,96580,"JOHN KERRY","DEMOCRAT",45644,"47.3",1
2004,"NEW YORK","NY","ONEIDA",36065,95369,"GEORGE W. BUSH","REPUBLICAN",49569,"52.0",1
2004,"NEW YORK","NY","ONONDAGA",36067,214589,"JOHN KERRY","DEMOCRAT",112618,"52.5",1
2004,"NEW YORK","NY","ONTARIO",36069,50102,"GEORGE W. BUSH","REPUBLICAN",26611,"53.1",1
2004,"NEW YORK","NY","ORANGE",36071,144673,"GEORGE W. BUSH","REPUBLICAN",75010,"51.8",1
2004,"NEW YORK","NY","ORLEANS",36073,16573,"GEORGE W. BUSH","REPUBLICAN",9796,"59.1",1
2004,"NEW YORK","NY","OSWEGO",36075,51607,"GEORGE W. BUSH","REPUBLICAN",24675,"47.8",1
2004,"NEW YORK","NY","OTSEGO",36077,26652,"GEORGE W. BUSH","REPUBLICAN",12768,"47.9",1
2004,"NEW YORK","NY","PUTNAM",36079,46563,"GEORGE W. BUSH","REPUBLICAN",24397,"52.4",1
2004,"NEW YORK","NY","QUEENS",36081,605062,"JOHN KERRY","DEMOCRAT",422609,"69.8",1
2004,"NEW YORK","NY","RENSSELAER",36083,72514,"JOHN KERRY","DEMOCRAT",34741,"47.9",1
2004,"NEW YORK","NY","RICHMOND",36085,160126,"GEORGE W. BUSH","REPUBLICAN",85302,"53.3",1
2004,"NEW YORK","NY","ROCKLAND",36087,131231,"JOHN KERRY","DEMOCRAT",62391,"47.5",1
2004,"NEW YORK","NY","SARATOGA",36091,106873,"GEORGE W. BUSH","REPUBLICAN",53709,"50.3",1
2004,"NEW YORK","NY","SCHENECTADY",36093,69469,"JOHN KERRY","DEMOCRAT",34762,"50.0",1
2004,"NEW YORK","NY","SCHOHARIE",36095,14557,"GEORGE W. BUSH","REPUBLICAN",8148,"56.0",1
2004,"NEW YORK","NY","SCHUYLER",36097,8590,"GEORGE W. BUSH","REPUBLICAN",4727,"55.0",1
2004,"NEW YORK","NY","SENECA",36099,15325,"GEORGE W. BUSH","REPUBLICAN",7603,"49.6",1
2004,"NEW YORK","NY","ST. LAWRENCE",36089,41755,"JOHN KERRY","DEMOCRAT",22173,"53.1",1
2004,"NEW YORK","NY","STEUBEN",36101,42284,"GEORGE W. BUSH","REPUBLICAN",26066,"61.6",1
2004,"NEW YORK","NY","SUFFOLK",36103,638712,"JOHN KERRY","DEMOCRAT",307011,"48.1",1
2004,"NEW YORK","NY","SULLIVAN",36105,30966,"JOHN KERRY","DEMOCRAT",14447,"46.7",1
2004,"NEW YORK","NY","TIOGA",36107,23902,"GEORGE W. BUSH","REPUBLICAN",13343,"55.8",1
2004,"NEW YORK","NY","TOMPKINS",36109,42402,"JOHN KERRY","DEMOCRAT",25659,"60.5",1
2004,"NEW YORK","NY","ULSTER",36111,87712,"JOHN KERRY","DEMOCRAT",45530,"51.9",1
2004,"NEW YORK","NY","WARREN",36113,31059,"GEORGE W. BUSH","REPUBLICAN",16213,"52.2",1
2004,"NEW YORK","NY","WASHINGTON",36115,25103,"GEORGE W. BUSH","REPUBLICAN",13148,"52.4",1
2004,"NEW YORK","NY","WAYNE",36117,41200,"GEORGE W. BUSH","REPUBLICAN",23126,"56.1",1
2004,"NEW YORK","NY","WESTCHESTER",36119,395770,"JOHN KERRY","DEMOCRAT",224992,"56.8",1
2004,"NEW YORK","NY","WYOMING",36121,18164,"GEORGE W. BUSH","REPUBLICAN",11185,"61.6",1
2004,"NEW YORK","NY","YATES",36123,10711,"GEORGE W. BUSH","REPUBLICAN",6053,"56.5",1
2004,"NORTH CAROLINA","NC","ALAMANCE",37001,54175,"GEORGE W. BUSH","REPUBLICAN",33302,"61.5",1
2004,"NORTH CAROLINA","NC","ALEXANDER",37003,15600,"GEORGE W. BUSH","REPUBLICAN",10928,"70.1",1
2004,"NORTH CAROLINA","NC","ALLEGHANY",37005,4827,"GEORGE W. BUSH","REPUBLICAN",2883,"59.7",1
2004,"NORTH CAROLINA","NC","ANSON",37007,9225,"JOHN KERRY","DEMOCRAT",5413,"58.7",1
2004,"NORTH CAROLINA","NC","ASHE",37009,11823,"GEORGE W. BUSH","REPUBLICAN",7292,"61.7",1
2004,"NORTH CAROLINA","NC","AVERY",37011,7524,"GEORGE W. BUSH","REPUBLICAN",5678,"75.5",1
2004,"NORTH CAROLINA","NC","BEAUFORT",37013,19522,"GEORGE W. BUSH","REPUBLICAN",12432,"63.7",1
2004,"NORTH CAROLINA","NC","BERTIE",37015,8032,"JOHN KERRY","DEMOCRAT",4938,"61.5",1
2004,"NORTH CAROLINA","NC","BLADEN",37017,12313,"GEORGE W. BUSH","REPUBLICAN",6174,"50.1",1
2004,"NORTH CAROLINA","NC","BRUNSWICK",37019,37977,"GEORGE W. BUSH","REPUBLICAN",22925,"60.4",1
2004,"NORTH CAROLINA","NC","BUNCOMBE",37021,105013,"GEORGE W. BUSH","REPUBLICAN",52491,"50.0",1
2004,"NORTH CAROLINA","NC","BURKE",37023,30762,"GEORGE W. BUSH","REPUBLICAN",18922,"61.5",1
2004,"NORTH CAROLINA","NC","CABARRUS",37025,60824,"GEORGE W. BUSH","REPUBLICAN",40780,"67.0",1
2004,"NORTH CAROLINA","NC","CALDWELL",37027,31348,"GEORGE W. BUSH","REPUBLICAN",21186,"67.6",1
2004,"NORTH CAROLINA","NC","CAMDEN",37029,3830,"GEORGE W. BUSH","REPUBLICAN",2480,"64.8",1
2004,"NORTH CAROLINA","NC","CARTERET",37031,25575,"GEORGE W. BUSH","REPUBLICAN",17716,"69.3",1
2004,"NORTH CAROLINA","NC","CASWELL",37033,9437,"GEORGE W. BUSH","REPUBLICAN",4868,"51.6",1
2004,"NORTH CAROLINA","NC","CATAWBA",37035,58688,"GEORGE W. BUSH","REPUBLICAN",39602,"67.5",1
